Playlist Name,Track #,Artist,Song,Duration,Genre,URL,Album,Year
Best of Rock Vol. XXXIV,5,The Faint,Paranoiattack,4:16,electronic,,,
Best of Rock Vol. XXXIV,6,Radiohead,Packt Like Sardines in a Crushd Tin Box,3:28,alternative,,,
Best of Rock Vol. XXXIV,7,The White Stripes,Blue Orchid,2:21,rock,,,
Best of Rock Vol. XXXIV,8,Bright Eyes,We Are Nowhere and It's Now,4:12,indie,,,
Best of Rock Vol. XXXIV,9,The Postal Service,We Will Become Silhouettes,5:34,indie,,,
Best of Rock Vol. XXXIV,10,The Mars Volta,Concertina,0:00,Progressive rock,,,
Best of Rock Vol. XXXIV,11,Portishead,Wandering Star,4:53,trip-hop,,,
Best of Rock Vol. XXXIV,12,The New Pornographers,The Laws Have Changed,3:28,indie rock,,,
Best of Rock Vol. XXXIV,13,Air,How Does It Make You Feel?,4:37,electronic,,,
Best of Rock Vol. XXXIV,14,System of a Down,Question?,3:20,alternative metal,,,
Best of Rock Vol. XXXIV,15,Oasis,Wonderwall,4:39,rock,,,
Best of Rock Vol. XXXV,1,Bauhaus,Third Uncle (Brian Eno),0:00,post-punk,,,
Best of Rock Vol. XXXV,2,Joy Division,Day of the Lords,4:44,post-punk,,,
Best of Rock Vol. XXXV,3,Pigface,Eat Shit You Fucking Redneck,3:24,industrial rock,,,
Best of Rock Vol. XXXV,4,Coldplay,Don't Panic,2:17,rock,,,
Best of Rock Vol. XXXV,5,The Rapture,Olio,5:20,indie,,,
Best of Rock Vol. XXXV,6,The Shins,Caring Is Creepy,3:20,indie,,,
Best of Rock Vol. XXXV,7,Sonic Youth,Kool Thing,4:06,alternative,,,
Best of Rock Vol. XXXV,8,Bear Vs. Shark,Ma Jolie,3:51,indie rock,,,
Best of Rock Vol. XXXV,9,The Faint,Your Retro Career Melted,3:08,dance,,,
Best of Rock Vol. XXXV,10,Ladytron,Commodore Rock,0:00,electronic,,,
Best of Rock Vol. XXXV,11,Fischerspooner,Just Let Go,0:00,Electroclash,,,
Best of Rock Vol. XXXV,12,Portishead,Cowboys,4:40,trip-hop,,,
Best of Rock Vol. XXXV,13,Thunderbirds Are Now!,Better Safe Than Safari,2:36,indie rock,,,
Best of Rock Vol. XXXV,14,The Usaisamonster,Poison Snake,3:47,seen live,,,
Best of Rock Vol. XXXV,15,Massive Attack,Daydreaming,5:23,trip-hop,,,
Best of Rock Vol. XXXV,16,Yo La Tengo,Little Honda,3:07,indie,,,
Best of Rock Vol. XXXV,17,The New Pornographers,From Blown Speakers,2:49,indie,,,
Best of Rock Vol. XXXV,18,Neutral Milk Hotel,Ghost,4:08,indie,,,
Best of Rock Vol. XXXV,19,Trans Am,Television Eyes,5:26,post-rock,,,
Best of Rock Vol. XXXV,20,Of Montreal,My British Tour Diary,2:19,indie pop,,,
Best of Rock Vol. XXXVI,1,The Smiths,How Soon Is Now,4:13,80s,,,
Best of Rock Vol. XXXVI,2,Fugazi,Cashout,4:35,post-hardcore,,,
Best of Rock Vol. XXXVI,3,Sonic Youth,100%,2:28,alternative,,,
Best of Rock Vol. XXXVI,4,Guided By Voices,Hot Freaks,1:44,Lo-Fi,,,
Best of Rock Vol. XXXVI,5,Ugly Casanova,Parasites,3:36,indie,,,
Best of Rock Vol. XXXVI,6,Sleater-Kinney,One Beat,3:08,indie,,,
Best of Rock Vol. XXXVI,7,Of Montreal,I Was Never Young,3:30,indie pop,,,
Best of Rock Vol. XXXVI,8,Brainiac,Vincent Come On Down,2:34,holy shit,,,
Best of Rock Vol. XXXVI,9,Iron and Wine,Woman King,3:18,folk,,,
Best of Rock Vol. XXXVI,10,Architecture in Helsinki,Scissor Paper Rock,2:29,indie,,,
Best of Rock Vol. XXXVI,11,Regina Spektor,Ghost of Corporate Future,3:08,Regina Spektor,,,
Best of Rock Vol. XXXVI,12,Morrissey,You're the One for Me,0:00,,indie,,,
Best of Rock Vol. XXXVI,13,Grandaddy,Collective Dreamwish of Upperclass Elegance,5:26,indie,,,
Best of Rock Vol. XXXVI,14,Broken Social Scene,Almost Crimes (Radio Kills Remix),4:25,indie,,,
Best of Rock Vol. XXXVI,15,Neutral Milk Hotel,Three Peaches,4:01,indie,,,
Best of Rock Vol. XXXVI,16,PJ Harvey,This Mess We're In,3:57,alternative,,,
Best of Rock Vol. XXXVI,17,Ladytron,Sugar,0:00,electronic,,,
Best of Rock Vol. XXXVI,18,DeVotchKa,The Enemy Guns,4:21,Gypsy,,,
Best of Rock Vol. XXXVI,19,Dresden Dolls,Girl Anachronism,2:59,punk cabaret,,,
Best of Rock Vol. XXXVI,20,Yeah Yeah Yeahs,Date with the Night,2:35,indie rock,,,
Best of Rock Vol. XXXVI,21,Death Cab for Cutie,Soul Meets Body,3:29,indie,,,
Best of Rock Vol. XXXVI,22,Beulah,If We Can Land a Man on the Moon,3:20,,indie,,,
Best of Rock Vol. XXXVII,1,Pink Floyd,Astronomy Domine,4:56,Psychedelic Rock,,,
Best of Rock Vol. XXXVII,2,Tom Waits,Rain Dogs,0:00,Tom Waits,,,
Best of Rock Vol. XXXVII,3,The Stooges,Down on the Street,3:43,punk,,,
Best of Rock Vol. XXXVII,4,Jimi Hendrix,All Along the Watchtower,3:58,classic rock,,,
Best of Rock Vol. XXXVII,5,The Black Keys,10 A.M. Automatic,3:31,blues rock,,,
Best of Rock Vol. XXXVII,6,The Raconteurs,Steady As She Goes,3:39,rock,,,
Best of Rock Vol. XXXVII,7,Guided By Voices,Tractor Rape Chain,2:47,indie rock,,,
Best of Rock Vol. XXXVII,8,The Strokes,Soma,2:53,indie rock,,,
Best of Rock Vol. XXXVII,9,The Mountain Goats,Cubs In Five,2:10,singer-songwriter,,,
Best of Rock Vol. XXXVII,10,Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,5:45,indie,,,
Best of Rock Vol. XXXVII,11,Ugly Casanova,Ice on the Sheets,6:33,indie,,,
Best of Rock Vol. XXXVII,12,The White Stripes,Girl,0:00,,rock,,,
Best of Rock Vol. XXXVII,13,Arctic Monkeys,I Bet You Look Good on the Dancefloor,2:53,indie rock,,,
Best of Rock Vol. XXXVII,14,Broken Social Scene,Windsurfing Nation,4:35,indie,,,
Best of Rock Vol. XXXVII,15,Mogwai,Glasgow Mega-Snake,4:13,post-rock,,,
Best of Rock Vol. XXXVII,16,Radiohead,Fog (Again) [live],0:00,piano,,,
Best of Rock Vol. XXXVII,17,Lali Puna,Contratempo,4:25,electronic,,,
Best of Rock Vol. XXXVII,18,The Notwist,No Encores,4:26,indie,,,
Best of Rock Vol. XXXVII,19,Of Montreal,Doing Nothing,3:23,Roctronik,,,
Best of Rock Vol. XXXVII,20,Grandaddy,Summer Here Kids,3:37,indie,,,
Best of Rock Vol. XXXVII,21,Fischerspooner,Megacolon,5:37,electro,,,
Best of Rock Vol. XXXVIII,1,!!!,Take Ecstacy With Me,7:41,covers,,,
Best of Rock Vol. XXXVIII,2,Gang of Four,Ether,0:00,post-punk,,,
Best of Rock Vol. XXXVIII,3,Spoon,I Turn My Camera On,3:54,indie,,,
Best of Rock Vol. XXXVIII,4,Pink Floyd,See Emily Play,2:57,Psychedelic Rock,,,
Best of Rock Vol. XXXVIII,5,Bauhaus,Telegram Sam,2:20,post-punk,,,
Best of Rock Vol. XXXVIII,6,The Black Keys,When the Lights Go Out,3:24,blues rock,,,
Best of Rock Vol. XXXVIII,7,Secret Machines,The Road Leads Where It's Led,4:38,indie,,,
Best of Rock Vol. XXXVIII,8,Guided By Voices,Kicker of Elves,1:15,alternative,,,
Best of Rock Vol. XXXVIII,9,Pixies,Rock Music,2:04,rock,,,
Best of Rock Vol. XXXVIII,10,Pavement,Two States,1:45,indie rock,,,
Best of Rock Vol. XXXVIII,11,Liars,The Other Side of Mt. Heart Attack,4:43,indie,,,
Best of Rock Vol. XXXVIII,12,Sonic Youth,Disconnection Notice,7:17,alternative,,,
Best of Rock Vol. XXXVIII,13,Devendra Banhart,The Body Breaks,2:43,folk,,,
Best of Rock Vol. XXXVIII,14,Modest Mouse,Bankrupt On Selling,2:53,indie,,,
Best of Rock Vol. XXXVIII,15,Sigur Ros,Hoppipolla,4:29,post-rock,,,
Best of Rock Vol. XXXVIII,16,Boards of Canada,1969,4:20,electronic,,,
Best of Rock Vol. XXXVIII,17,The Flaming Lips,Yeah Yeah Yeah Song,3:41,indie,,,
Best of Rock Vol. XXXVIII,18,Omar Rodriguez-Lopez,The Palpatations Form a Limit,0:00,post-rock,,,
Best of Rock Vol. XXXVIII,19,Silver Jews,Rebel Jew,3:10,indie,,,
Best of Rock Vol. XXXVIII,20,Tom Waits,Big Black Mariah,0:00,blues,,,
Best of Rock Vol. XXXVIII,21,Wolf Parade,We Built Another World,3:15,indie,,,
Best of Rock Vol. XXXVIII,22,AC Newman,Miracle Drug,2:19,indie rock,,,
Best of Rock Vol. XXXIX,1,Joy Division,Warsaw,2:24,post-punk,,,
Best of Rock Vol. XXXIX,2,Bauhaus,Bela Lugosi's Dead,9:46,post-punk,,,
Best of Rock Vol. XXXIX,3,Nine Inch Nails,Sin,4:15,industrial,,,
Best of Rock Vol. XXXIX,4,Ladytron,Nuhorizons,4:04,Electroclash,,,
Best of Rock Vol. XXXIX,5,Thom Yorke,Black Swan,4:40,alternative,,,
Best of Rock Vol. XXXIX,6,The Flaming Lips,The W.A.N.D.,3:42,indie,,,
Best of Rock Vol. XXXIX,7,Deerhoof,O'Malley,0:00,,indie,,,
Best of Rock Vol. XXXIX,8,Cat Power,Cross Bones Style,4:31,indie,,,
Best of Rock Vol. XXXIX,9,Sonic Youth,Jams Run Free,4:11,alternative,,,
Best of Rock Vol. XXXIX,10,Broken Social Scene,Cause = Time,7:28,indie,,,
Best of Rock Vol. XXXIX,11,Spoon,They Never Got You,4:59,indie rock,,,
Best of Rock Vol. XXXIX,12,The Walkmen,Little House of Savages,3:13,indie rock,,,
Best of Rock Vol. XXXIX,13,Secret Machines,I Hate Pretending,5:15,rock,,,
Best of Rock Vol. XXXIX,14,...And You Will Know Us by the Trail of Dead,Baudelaire,4:16,rock,,,
Best of Rock Vol. XXXIX,15,Tool,Lost Keys (Blame Hofmann),3:46,Progressive metal,,,
Best of Rock Vol. XXXIX,16,Tool,Rosetta Stoned,11:11,Progressive metal,,,
Best of Rock Vol. XL,1,Cream,Sunshine of Your Love,4:10,classic rock,,,
Best of Rock Vol. XL,2,Joy Division,Transmission,3:35,post-punk,,,
Best of Rock Vol. XL,3,Bauhaus,Ziggy Stardust,3:13,cover,,,
Best of Rock Vol. XL,4,Gang of Four,To Hell With Poverty,5:00,post-punk,,,
Best of Rock Vol. XL,5,Os Mutantes,A Minha Menina,0:00,psychedelic,,,
Best of Rock Vol. XL,6,TV on the Radio,Wolf Like Me,4:47,indie rock,,,
Best of Rock Vol. XL,7,The Mars Volta,Vermicide,4:16,Progressive rock,,,
Best of Rock Vol. XL,8,Sonic Youth,Incinerate,4:55,alternative,,,
Best of Rock Vol. XL,9,The White Stripes,Hotel Yorba,2:14,rock,,,
Best of Rock Vol. XL,10,Iggy Pop,The Passenger,4:41,rock,,,
Best of Rock Vol. XL,11,Pink Floyd,Interstellar Overdrive,9:52,psychedelic,,,
Best of Rock Vol. XL,12,Syd Barrett,Opel,0:00,psychedelic,,,
Best of Rock Vol. XL,13,Guided By Voices,Buzzards and Dreadful Crows,0:00,indie rock,,,
Best of Rock Vol. XL,14,New Order,Temptation,5:27,new wave,,,
Best of Rock Vol. XL,15,The Cure,Disintegration,10:14,new wave,,,
Best of Rock Vol. XL,16,Jimi Hendrix,Voodoo Child (Slight Return),12:28,classic rock,,,
Best of Rock Vol. XLI,1,Muse,Starlight,3:59,alternative rock,,,
Best of Rock Vol. XLI,2,Mission of Burma,That's When I Reach for My Revolver,0:00,post-punk,,,
Best of Rock Vol. XLI,3,Tapes 'n Tapes,Insistor,4:19,indie rock,,,
Best of Rock Vol. XLI,4,The Flaming Lips,She Don't Use Jelly,3:42,indie,,,
Best of Rock Vol. XLI,5,TV on the Radio,A Method,4:28,indie,,,
Best of Rock Vol. XLI,6,Gnarls Barkley,Gone Daddy Gone,2:36,cover,,,
Best of Rock Vol. XLI,7,Ciccone Youth,Into the Groovey,4:37,experimental,,,
Best of Rock Vol. XLI,8,Massive Attack,Butterfly Caught,0:00,trip-hop,,,
Best of Rock Vol. XLI,9,Tricky,Aftermath,0:00,trip-hop,,,
Best of Rock Vol. XLI,10,Bauhaus,God In An Alcove,4:04,post-punk,,,
Best of Rock Vol. XLI,11,Os Mutantes,Bat Macumba,3:09,tropicalia,,,
Best of Rock Vol. XLI,12,Syd Barrett,Dark Globe,0:53,psychedelic,,,
Best of Rock Vol. XLI,13,Boards of Canada,In a Beautiful Place Out in the Country,0:00,electronic,,,
Best of Rock Vol. XLI,14,Lali Puna,People I Know,3:05,electronic,,,
Best of Rock Vol. XLI,15,Love and Rockets,Kundalini Express,0:00,post-punk,,,
Best of Rock Vol. XLI,16,Sonic Youth,What a Waste,3:55,rock,,,
Best of Rock Vol. XLI,17,Modest Mouse,Paper Thin Walls,3:01,indie,,,
Best of Rock Vol. XLI,18,Pixies,Broken Face,3:26,rock,,,
Best of Rock Vol. XLI,19,The Books,All Bad Ends All,2:42,experimental,,,
Best of Rock Vol. XLII,1,At the Drive-In,Ticklish,4:35,post-hardcore,,,
Best of Rock Vol. XLII,2,Tapes 'n Tapes,Cowbell,2:33,indie,,,
Best of Rock Vol. XLII,3,Muse,Supermassive Black Hole,4:01,alternative rock,,,
Best of Rock Vol. XLII,4,The Mars Volta,Meccamputechture,11:03,Progressive rock,,,
Best of Rock Vol. XLII,5,Radiohead,Just,3:54,alternative,,,
Best of Rock Vol. XLII,6,Tom Waits,Jockey Full of Bourbon,2:45,blues,,,
Best of Rock Vol. XLII,7,Beck,Broken Drum (Boards of Canada remix),0:00,electronica,,,
Best of Rock Vol. XLII,8,Pink Floyd,Jugband Blues,3:47,Psychedelic Rock,,,
Best of Rock Vol. XLII,9,Led Zeppelin,Bron-Y-Aur Stomp,0:00,classic rock,,,
Best of Rock Vol. XLII,10,Talking Heads,Life During Wartime,4:11,new wave,,,
Best of Rock Vol. XLII,11,Kraftwerk,Pocket Calculator,1:52,electronic,,,
Best of Rock Vol. XLII,12,Pere Ubu,Final Solution,4:46,post-punk,,,
Best of Rock Vol. XLII,13,TV on the Radio,Hours,3:55,indie,,,
Best of Rock Vol. XLII,14,Liars,It Fit When I Was a Kid,4:06,experimental,,,
Best of Rock Vol. XLII,15,Secret Machines,Lightning Blue Eyes,5:30,rock,,,
Best of Rock Vol. XLII,16,My Bloody Valentine,When You Sleep,0:00,shoegaze,,,
Best of Rock Vol. XLII,17,Portishead,Sour Times,4:22,trip-hop,,,
Best of Rock Vol. XLIII,1,Miss Kittin & the Hacker,Frank Sinatra,3:52,Electroclash,,,
Best of Rock Vol. XLIII,2,Tricky,Evolution Revolution Love,4:08,trip-hop,,,
Best of Rock Vol. XLIII,3,Tom Waits,16 Shells from a Thirty Ought Six,0:00,damn,,,
Best of Rock Vol. XLIII,4,The Walkmen,New Year's Eve,2:20,american i like,,,
Best of Rock Vol. XLIII,5,The Flaming Lips,A Spoonful Weighs a Ton,3:32,indie rock,,,
Best of Rock Vol. XLIII,6,TV on the Radio,Let the Devil In,4:27,indie,,,
Best of Rock Vol. XLIII,7,Yo La Tengo,Pass the Hatchet,0:00,,indie,,,
Best of Rock Vol. XLIII,8,Sonic Youth,Tom Violence,3:12,alternative rock,,,
Best of Rock Vol. XLIII,9,...And You Will Know Us by the Trail of Dead,Will You Smile Again?,6:51,rock,,,
Best of Rock Vol. XLIII,10,Big Black,The Model,3:56,cover,,,
Best of Rock Vol. XLIII,11,KMFDM,Hau Ruck,5:22,industrial,,,
Best of Rock Vol. XLIII,12,Mission of Burma,Outlaw,2:37,post-punk,,,
Best of Rock Vol. XLIII,13,The Smiths,Frankly,0:00,,80s,,,
Best of Rock Vol. XLIII,14,Pink Floyd,Flaming,2:35,Psychedelic Rock,,,
Best of Rock Vol. XLIII,15,Syd Barrett,Baby Lemonade,2:23,psychedelic,,,
Best of Rock Vol. XLIII,16,Talking Heads,Once in a Lifetime,4:19,80s,,,
Best of Rock Vol. XLIII,17,Radiohead,No Surprises,3:49,alternative,,,
Best of Rock Vol. XLIII,18,Muse,Knights of Cydonia,6:06,rock,,,
Best of Rock Vol. XLIV,1,Jimi Hendrix,Purple Haze,3:23,classic rock,,,
Best of Rock Vol. XLIV,2,Led Zeppelin,Immigrant Song,3:33,classic rock,,,
Best of Rock Vol. XLIV,3,Tom Waits,Lie to Me,8:08,blues,,,
Best of Rock Vol. XLIV,4,Echo & the Bunnymen,The Cutter,3:53,80s,,,
Best of Rock Vol. XLIV,5,The Velvet Underground,Sunday Morning,2:55,rock,,,
Best of Rock Vol. XLIV,6,Jefferson Airplane,White Rabbit,2:35,psychedelic,,,
Best of Rock Vol. XLIV,7,The Zombies,Time of the Season,3:01,60s,,,
Best of Rock Vol. XLIV,8,Elton John,Tiny Dancer,6:16,classic rock,,,
Best of Rock Vol. XLIV,9,David Bowie,The Man Who Sold the World,3:01,rock,,,
Best of Rock Vol. XLIV,10,Johnny Cash,The Man in Black,2:52,country,,,
Best of Rock Vol. XLIV,11,Bob Dylan,Like a Rolling Stone,6:09,folk,,,
Best of Rock Vol. XLIV,12,John Lennon,Working Class Hero,3:50,classic rock,,,
Best of Rock Vol. XLIV,13,The Beatles,A Day in the Life,4:52,classic rock,,,
Best of Rock Vol. XLIV,14,Syd Barrett,Dominoes,3:03,psychedelic,,,
Best of Rock Vol. XLIV,15,Pink Floyd,Learning to Fly,4:52,Progressive rock,,,
Best of Rock Vol. XLIV,16,David Gilmour,On An Island,7:28,Progressive rock,,,
Best of Rock Vol. XLIV,17,Black Sabbath,Planet Caravan,4:30,heavy metal,,,
Best of Rock Vol. XLIV,18,The Stooges,1970,5:15,proto-punk,,,
Best of Rock Vol. XLV,1,Interpol,The Heinrich Maneuver,3:24,indie rock,,,
Best of Rock Vol. XLV,2,!!!,Pardon My Freedom,5:51,indie,,,
Best of Rock Vol. XLV,3,Man Man,Engwish Bwudd,3:33,cabaret,,,
Best of Rock Vol. XLV,4,Of Montreal,Heimdalsgate Like a Promethean Curse,3:18,indie pop,,,
Best of Rock Vol. XLV,5,The White Stripes,Astro,1:43,rock,,,
Best of Rock Vol. XLV,6,Battles,Atlas,10:03,math rock,,,
Best of Rock Vol. XLV,7,Grizzly Bear,Knife,5:14,indie,,,
Best of Rock Vol. XLV,8,Arcade Fire,Black Mirror,0:00,indie,,,
Best of Rock Vol. XLV,9,...And You Will Know Us by the Trail of Dead,Gold Heart Mountain,0:00,Unknown,,,
Best of Rock Vol. XLV,10,Rusted Root,Ecstacy,4:42,Jam,,,
Best of Rock Vol. XLV,11,Nine Inch Nails,The Beginning of the End,2:55,industrial,,,
Best of Rock Vol. XLV,12,Queens of the Stone Age,Lost Art of Keeping a Secret,0:00,rock,,,
Best of Rock Vol. XLV,13,Sublime,April 29,0:00,,ska,,,
Best of Rock Vol. XLV,14,Devo,Mongoloid,3:24,new wave,,,
Best of Rock Vol. XLV,15,Richard Hell & the Voivods,Blank Generation,2:41,punk,,,
Best of Rock Vol. XLV,16,The Black Keys,Till I Get My Way,2:31,blues rock,,,
Best of Rock Vol. XLV,17,Slint,Good Morning,0:00,,post-rock,,,
Best of Rock Vol. XLV,18,Sonic Youth,Karen Revisited,0:00,experimental,,,
Best of Rock Vol. XLVI,1,Nomo,Nu Tones,0:00,jazz,,,
Best of Rock Vol. XLVI,2,Jamie Lidell,When I Come Back Around,5:20,funk,,,
Best of Rock Vol. XLVI,3,Of Montreal,Gronlandic Edit,3:16,indie,,,
Best of Rock Vol. XLVI,4,!!!,Bend Over Beethoven (live @ the Magic Stick 5-11-07),N/A,Unknown,,,
Best of Rock Vol. XLVI,5,Battles,Rainbow,8:11,math rock,,,
Best of Rock Vol. XLVI,6,Slint,Nosferatu Man,7:08,post-rock,,,
Best of Rock Vol. XLVI,7,Interpol,The Scale,3:24,indie rock,,,
Best of Rock Vol. XLVI,8,The White Stripes,300 M.P.H. Torrential Outpour Blues,5:28,rock,,,
Best of Rock Vol. XLVI,9,Spoon,Don't Make Me a Target,3:55,indie,,,
Best of Rock Vol. XLVI,10,Sonic Youth,Hey Joni,3:48,alternative rock,,,
Best of Rock Vol. XLVI,11,The Clash,Know Your Rights,0:00,punk,,,
Best of Rock Vol. XLVI,12,Menomena,The Pelican,3:39,experimental,,,
Best of Rock Vol. XLVI,13,Band of Horses,The Funeral,5:22,indie rock,,,
Best of Rock Vol. XLVI,14,Matthew Dear,Deserter,3:55,electronica,,,
Best of Rock Vol. XLVI,15,Out Hud,The Song So Good They Named It,8:04,electronic,,,
Best of Rock Vol. XLVII,1,The Flaming Lips,Do You Realize??,3:33,indie,,,
Best of Rock Vol. XLVII,2,Professor Murder,Free Stress Test,3:46,indie,,,
Best of Rock Vol. XLVII,3,Muse,Map of the Problematique,5:22,rock,,,
Best of Rock Vol. XLVII,4,The White Stripes,Little Cream Soda,4:21,rock,,,
Best of Rock Vol. XLVII,5,Interpol,Mammoth,4:10,indie rock,,,
Best of Rock Vol. XLVII,6,Of Montreal,Wraith Pinned to the Mist and Other Games,3:54,indie,,,
Best of Rock Vol. XLVII,7,!!!,A New Name,4:54,indie,,,
Best of Rock Vol. XLVII,8,Battles,Leyendecker,3:18,experimental,,,
Best of Rock Vol. XLVII,9,Coil,Babylero,0:51,experimental,,,
Best of Rock Vol. XLVII,10,Miss Kittin & the Hacker,Hometown,8:01,electro,,,
Best of Rock Vol. XLVII,11,Simian Mobile Disco,Hustler,3:42,electronic,,,
Best of Rock Vol. XLVII,12,Air,Mer du Japon,3:10,electronic,,,
Best of Rock Vol. XLVII,13,Jamie Lidell,Multiply,4:24,soul,,,
Best of Rock Vol. XLVII,14,Nomo,Hand and Mouth,4:44,jazz,,,
Best of Rock Vol. XLVII,15,New Order,Ceremony,4:25,new wave,,,
Best of Rock Vol. XLVII,16,The 13th Floor Elevators,You're Gonna Miss Me,2:31,psychedelic,,,
Best of Rock Vol. XLVII,17,The Olivia Tremor Control,A Sleepy Company,3:40,90s,,,
Best of Rock Vol. XLVII,18,Arcade Fire,Keep the Car Running,4:23,indie,,,
Best of Rock Vol. XLVII,19,Caribou,Bees,5:23,electronic,,,
Best of Rock Vol. XLVIII,1,Bob Dylan,Subterranean Homesick Blues,2:20,folk,,,
Best of Rock Vol. XLVIII,2,Peter Bjorn and John,Young Folks,4:38,indie,,,
Best of Rock Vol. XLVIII,3,Clap Your Hands Say Yeah,Satan Said Dance,0:00,indie,,,
Best of Rock Vol. XLVIII,4,The National,Mistaken for Strangers,3:57,indie rock,,,
Best of Rock Vol. XLVIII,5,Modest Mouse,Dashboard,4:04,indie,,,
Best of Rock Vol. XLVIII,6,Spoon,The Underdog,3:40,indie,,,
Best of Rock Vol. XLVIII,7,!!!,Heart of Hearts,6:02,electronic,,,
Best of Rock Vol. XLVIII,8,Holy Fuck,Lovely Allen,4:30,electronic,,,
Best of Rock Vol. XLVIII,9,The White Stripes,A Martyr for My Love for You,4:50,rock,,,
Best of Rock Vol. XLVIII,10,Arcade Fire,(Antichrist Television Blues),5:10,indie rock,,,
Best of Rock Vol. XLVIII,11,Interpol,Pioneer to the Fall,5:41,Unknown,,,
Best of Rock Vol. XLVIII,12,hollAND,Anna Winter Stasi,1:59,Unknown,,,
Best of Rock Vol. XLVIII,13,Radiohead,Jigsaw Falling Into Place,4:08,alternative,,,
Best of Rock Vol. XLVIII,14,The Shins,Phantom Limb,4:48,indie,,,
Best of Rock Vol. XLVIII,15,Television,Little Johnny Jewel,14:29,new wave,,,
Best of Rock Vol. XLVIII,16,Bob Dylan,Hurricane,8:18,folk,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,1,Led Zeppelin,Good Times,0:00,,rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,2,Led Zeppelin,Dazed and Confused,32:33,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,3,Led Zeppelin,Heartbreaker,8:44,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,4,Led Zeppelin,Ramble On,4:24,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,5,Led Zeppelin,Immigrant Song,3:33,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,6,Led Zeppelin,Friends,3:54,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,7,Led Zeppelin,Tangerine,3:06,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,8,Led Zeppelin,That's the Way,8:22,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,9,Led Zeppelin,Bron Y'Aur Stomp,0:00,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,10,Led Zeppelin,Rock and Roll,3:44,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,11,Led Zeppelin,Misty Mountain Hop,4:31,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,12,Led Zeppelin,When the Levee Breaks,9:39,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,13,Led Zeppelin,The Song Remains the Same,5:29,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,14,Led Zeppelin,Trampled Under Foot,5:37,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,15,Led Zeppelin,Achilles Last Stand,9:13,classic rock,,,
Best of Rock Vol. XLIX: Led Zeppelin Edition,16,Led Zeppelin,Fool in the Rain,6:12,classic rock,,,
Best of Rock Vol. L,1,Devendra Banhart,This Beard is for Siobhan,0:00,indie,,,
Best of Rock Vol. L,2,Radiohead,House of Cards,6:08,alternative,,,
Best of Rock Vol. L,3,Portishead,We Carry On,0:00,trip-hop,,,
Best of Rock Vol. L,4,Spoon,Finer Feelings,4:28,indie rock,,,
Best of Rock Vol. L,5,Neil Young,Dirty Old Man,3:20,rock,,,
Best of Rock Vol. L,6,Tom Waits,Goin' Out West,0:00,blues,,,
Best of Rock Vol. L,7,Deerhunter,Cryptograms,4:17,psychedelic,,,
Best of Rock Vol. L,8,Fujiya & Miyagi,Collarbone,3:53,electronic,,,
Best of Rock Vol. L,9,Black Moth Super Rainbow,Rollerdisco,2:34,psychedelic,,,
Best of Rock Vol. L,10,Peter Bjorn and John,Paris 2004,3:52,indie,,,
Best of Rock Vol. L,11,Dudley Saunders,The Undoing (Everyday),5:17,Little Known Gems,,,
Best of Rock Vol. L,12,Andrew Bird,The Trees Were Mistaken,6:30,indie,,,
Best of Rock Vol. L,13,Blur,Death of a Party,4:14,britpop,,,
Best of Rock Vol. L,14,Jamie Lidell,A Little Bit More,3:06,soul,,,
Best of Rock Vol. L,15,Man Man,Gold Teeth,5:52,possibly the greatest song ever sung by a man with a large and over elaborate moustache,,,
Best of Rock Vol. L,16,Mission of Burma,Secrets,0:00,post-punk,,,
Best of Rock Vol. L,17,David Bowie,Hang On to Yourself,0:00,rock,,,
Best of Rock Vol. L,18,Nick Cave & the Bad Seeds,Stagger Lee,0:00,rock,,,
Best of Rock Vol. LI,1,John Vanderslice,Exodus Damage,5:00,indie rock,,,
Best of Rock Vol. LI,2,The National,Apartment Story,4:07,indie rock,,,
Best of Rock Vol. LI,3,Spoon,Don't You Evah,3:31,indie,,,
Best of Rock Vol. LI,4,Radiohead,Reckoner,4:50,alternative,,,
Best of Rock Vol. LI,5,Cut Copy,Lights & Music,4:37,electronic,,,
Best of Rock Vol. LI,6,Portishead,Machine Gun,4:47,trip-hop,,,
Best of Rock Vol. LI,7,Sonic Youth,Sugar Kane,7:42,alternative,,,
